Temperature;Humidity;Windspeed;UV;Season;Weather
67.0;95;41.5;9;Summer;Rainy
18.0;63;14.5;2;Autumn;Rainy
27.0;68;6.5;2;Autumn;Cloudy
26.0;60;6.0;14;Summer;Snowy
22.0;62;6.5;7;Winter;Sunny
10.0;78;8.0;1;Spring;Rainy
33.0;86;7.5;1;Winter;Rainy
28.0;63;10.0;2;Autumn;Cloudy
26.0;78;15.5;1;Autumn;Rainy
31.0;83;17.5;3;Autumn;Rainy
-4.0;35;8.0;9;Winter;Snowy
29.0;23;2.0;5;Spring;Sunny
86.0;102;5.0;0;Summer;Sunny
0.0;83;18.5;1;Winter;Snowy
33.0;69;8.0;9;Autumn;Sunny
-4.0;30;10.0;3;Winter;Snowy
19.0;92;15.5;2;Winter;Rainy
35.0;49;3.0;5;Autumn;Sunny
32.0;65;1.5;3;Spring;Cloudy
29.0;91;19.5;0;Winter;Rainy
26.0;72;9.0;3;Winter;Rainy
10.0;67;9.5;0;Spring;Rainy
26.0;70;16.5;3;Summer;Rainy
10.0;76;15.0;3;Autumn;Cloudy
29.0;29;4.5;8;Autumn;Sunny
36.0;66;8.5;10;Autumn;Sunny
3.0;92;2.5;0;Winter;Snowy
15.0;87;18.5;2;Winter;Rainy
-2.0;95;7.0;10;Winter;Snowy
37.0;24;0.5;10;Autumn;Sunny
1.0;67;3.0;0;Winter;Snowy
18.0;58;10.0;4;Summer;Cloudy
25.0;37;6.5;7;Autumn;Sunny
0.0;73;4.0;1;Winter;Snowy
63.0;89;16.0;6;Autumn;Sunny
2.0;91;10.5;1;Winter;Snowy
12.0;90;15.0;0;Winter;Rainy
16.0;109;19.0;10;Summer;Rainy
31.0;73;15.0;10;Spring;Rainy
-9.0;77;14.5;1;Winter;Snowy
-10.0;98;7.5;1;Winter;Snowy
64.0;85;20.5;8;Spring;Sunny
20.0;36;3.0;10;Spring;Sunny
11.0;56;3.5;3;Summer;Cloudy
29.0;79;42.0;1;Winter;Rainy
8.0;87;10.0;1;Winter;Snowy
43.0;32;7.5;7;Spring;Sunny
28.0;46;8.0;6;Winter;Sunny
22.0;72;1.5;4;Autumn;Cloudy
22.0;75;10.0;4;Winter;Cloudy
11.0;21;5.0;2;Autumn;Sunny
-15.0;56;6.0;11;Autumn;Cloudy
10.0;55;3.5;3;Summer;Cloudy
-15.0;73;14.0;4;Autumn;Cloudy
16.0;76;9.0;3;Summer;Rainy
-9.0;83;14.0;1;Winter;Snowy
21.0;68;4.5;1;Summer;Cloudy
16.0;77;18.5;1;Autumn;Rainy
-1.0;33;7.5;4;Winter;Sunny
73.0;105;12.0;11;Winter;Sunny
30.0;31;5.5;6;Autumn;Sunny
-2.0;49;1.0;3;Spring;Sunny
25.0;67;7.0;11;Spring;Sunny
20.0;78;15.0;4;Spring;Cloudy
34.0;98;20.0;3;Summer;Rainy
25.0;56;2.5;2;Winter;Cloudy
24.0;79;12.0;3;Spring;Cloudy
-9.0;90;10.0;0;Winter;Snowy
36.0;67;8.0;1;Summer;Rainy
2.0;89;14.5;1;Winter;Snowy
17.0;76;11.5;0;Winter;Rainy
20.0;20;8.0;6;Spring;Sunny
42.0;47;2.0;4;Spring;Rainy
17.0;65;11.0;4;Summer;Cloudy
-3.0;90;7.0;0;Winter;Snowy
24.0;53;4.0;1;Winter;Cloudy
11.0;85;8.5;1;Autumn;Rainy
11.0;74;6.5;1;Summer;Cloudy
20.0;62;2.5;8;Spring;Sunny
67.0;86;8.0;1;Spring;Sunny
12.0;60;8.0;3;Spring;Cloudy
33.0;76;7.5;3;Autumn;Cloudy
15.0;71;11.5;3;Summer;Rainy
30.0;60;13.0;1;Winter;Rainy
29.0;28;7.5;11;Autumn;Sunny
45.0;107;0.0;13;Summer;Sunny
12.0;69;17.5;2;Autumn;Rainy
2.0;93;16.5;0;Winter;Snowy
10.0;59;13.0;4;Spring;Cloudy
18.0;60;12.5;4;Winter;Cloudy
6.0;41;7.5;11;Spring;Snowy
26.0;74;12.0;1;Spring;Cloudy
30.0;59;10.5;3;Spring;Cloudy
12.0;53;0.5;1;Summer;Cloudy
-19.0;34;15.0;12;Spring;Sunny
-4.0;71;1.5;1;Winter;Snowy
-4.0;81;13.5;0;Winter;Snowy
26.0;70;12.5;2;Winter;Rainy
11.0;61;11.5;1;Summer;Rainy
34.0;89;16.5;1;Autumn;Rainy
13.0;71;6.0;3;Winter;Rainy
30.0;64;8.0;0;Autumn;Rainy
21.0;60;9.0;1;Winter;Cloudy
30.0;68;15.0;1;Winter;Rainy
18.0;84;8.0;2;Spring;Rainy
-10.0;40;12.5;0;Spring;Cloudy
16.0;92;25.5;7;Autumn;Rainy
22.0;64;2.5;2;Winter;Cloudy
8.0;79;3.5;9;Winter;Cloudy
30.0;69;4.0;3;Autumn;Cloudy
25.0;22;7.5;5;Autumn;Sunny
31.0;66;10.0;14;Summer;Rainy
44.0;57;4.5;6;Winter;Sunny
0.0;97;12.5;0;Winter;Snowy
11.0;59;2.0;3;Summer;Cloudy
-9.0;71;19.0;0;Winter;Snowy
-9.0;82;0.0;1;Winter;Snowy
11.0;51;3.5;1;Winter;Cloudy
-5.0;69;13.5;0;Winter;Snowy
-3.0;95;19.0;0;Winter;Snowy
35.0;35;8.5;0;Autumn;Rainy
21.0;69;15.5;2;Winter;Rainy
30.0;75;7.0;3;Autumn;Rainy
60.0;86;12.0;9;Autumn;Cloudy
26.0;40;9.5;7;Summer;Sunny
30.0;82;12.0;1;Spring;Rainy
22.0;24;4.0;10;Summer;Sunny
12.0;69;9.0;3;Winter;Cloudy
31.0;74;14.5;1;Summer;Rainy
36.0;37;7.0;8;Autumn;Sunny
28.0;58;6.5;8;Autumn;Sunny
11.0;32;12.5;12;Winter;Rainy
-16.0;58;8.5;8;Autumn;Sunny
19.0;67;1.0;4;Winter;Cloudy
43.0;42;5.0;8;Winter;Sunny
12.0;73;12.5;3;Autumn;Cloudy
32.0;78;8.0;2;Autumn;Rainy
17.0;88;7.0;1;Autumn;Rainy
42.0;20;5.5;4;Autumn;Snowy
24.0;69;4.0;10;Spring;Sunny
0.0;98;2.5;1;Winter;Snowy
25.0;54;12.0;4;Winter;Cloudy
-10.0;33;14.5;1;Summer;Snowy
35.0;53;4.0;7;Winter;Sunny
29.0;103;22.5;8;Summer;Rainy
33.0;88;19.0;2;Autumn;Rainy
24.0;58;0.5;4;Summer;Cloudy
34.0;92;15.5;1;Summer;Rainy
3.0;75;7.0;0;Winter;Snowy
31.0;30;3.0;7;Spring;Sunny
24.0;27;2.0;7;Spring;Sunny
-4.0;84;9.0;0;Winter;Snowy
26.0;82;6.0;0;Spring;Cloudy
17.0;85;14.5;2;Autumn;Rainy
-15.0;63;3.5;8;Spring;Rainy
1.0;93;14.0;0;Winter;Snowy
29.0;34;6.0;8;Autumn;Sunny
20.0;52;12.0;2;Autumn;Cloudy
80.0;94;20.5;3;Spring;Rainy
26.0;83;9.5;3;Summer;Rainy
70.0;106;14.0;10;Summer;Rainy
27.0;24;8.0;10;Winter;Sunny
27.0;64;4.0;8;Spring;Sunny
37.0;93;22.5;9;Summer;Cloudy
-5.0;74;2.0;1;Winter;Snowy
2.0;68;6.5;0;Winter;Snowy
27.0;40;9.0;6;Winter;Sunny
26.0;65;2.0;3;Autumn;Cloudy
36.0;21;5.0;9;Winter;Sunny
-8.0;70;18.5;0;Winter;Snowy
24.0;84;9.0;3;Winter;Rainy
27.0;48;1.5;8;Spring;Sunny
14.0;66;10.0;1;Autumn;Cloudy
-9.0;71;8.0;0;Winter;Snowy
20.0;77;24.5;12;Spring;Cloudy
-6.0;82;1.0;1;Winter;Snowy
35.0;69;7.5;5;Autumn;Sunny
10.0;98;11.0;0;Autumn;Rainy
4.0;66;5.0;0;Winter;Snowy
-3.0;70;1.5;0;Winter;Snowy
36.0;28;0.0;11;Summer;Snowy
-6.0;87;18.0;0;Winter;Snowy
15.0;72;8.5;0;Winter;Rainy
30.0;58;2.0;11;Autumn;Snowy
17.0;72;1.0;1;Winter;Cloudy
12.0;57;1.5;2;Autumn;Cloudy
14.0;74;4.5;4;Summer;Cloudy
40.0;49;3.0;12;Winter;Rainy
13.0;88;10.5;0;Spring;Rainy
26.0;64;9.5;4;Summer;Cloudy
48.0;36;7.5;13;Spring;Cloudy
29.0;38;9.5;5;Summer;Sunny
33.0;20;12.0;4;Autumn;Rainy
32.0;77;12.0;1;Winter;Cloudy
37.0;74;31.5;9;Summer;Cloudy
2.0;95;10.5;0;Winter;Snowy
-3.0;85;19.0;0;Winter;Snowy
27.0;76;3.5;5;Spring;Rainy
34.0;80;12.5;0;Summer;Rainy
29.0;79;18.0;0;Spring;Rainy
38.0;33;9.5;10;Autumn;Sunny
4.0;30;3.0;1;Autumn;Cloudy
25.0;69;2.0;2;Autumn;Cloudy
4.0;82;15.5;0;Winter;Snowy
36.0;54;3.5;7;Winter;Sunny
15.0;99;30.5;3;Autumn;Cloudy
21.0;25;1.0;5;Autumn;Sunny
36.0;21;9.0;9;Spring;Snowy
28.0;76;2.0;1;Winter;Cloudy
26.0;86;5.0;3;Spring;Rainy
25.0;69;6.0;5;Spring;Sunny
15.0;68;4.0;2;Winter;Cloudy
-2.0;85;14.5;1;Winter;Snowy
14.0;51;0.5;4;Autumn;Cloudy
20.0;43;8.0;11;Spring;Sunny
4.0;83;6.0;0;Winter;Snowy
18.0;91;16.0;1;Spring;Rainy
24.0;86;24.0;10;Winter;Cloudy
11.0;72;5.5;1;Summer;Cloudy
17.0;77;8.5;4;Winter;Cloudy
32.0;65;7.5;6;Summer;Sunny
-5.0;22;7.0;9;Autumn;Cloudy
-8.0;93;7.0;1;Winter;Snowy
-7.0;69;3.0;1;Winter;Snowy
64.0;78;23.5;1;Spring;Cloudy
2.0;77;7.0;0;Winter;Snowy
-2.0;65;18.0;1;Winter;Snowy
10.0;53;3.0;3;Summer;Cloudy
31.0;73;14.0;2;Autumn;Rainy
-3.0;71;13.0;1;Winter;Snowy
39.0;105;10.5;8;Summer;Sunny
-7.0;85;2.0;0;Winter;Snowy
-1.0;82;21.5;5;Winter;Snowy
20.0;67;7.0;9;Winter;Sunny
30.0;64;7.0;3;Summer;Rainy
44.0;67;6.5;10;Spring;Sunny
22.0;97;38.0;12;Summer;Rainy
28.0;23;6.0;9;Spring;Sunny
21.0;77;5.5;6;Winter;Rainy
25.0;83;12.0;2;Winter;Rainy
40.0;69;5.0;10;Winter;Sunny
20.0;92;23.5;11;Autumn;Cloudy
27.0;69;4.0;8;Summer;Sunny
29.0;37;1.5;9;Autumn;Sunny
39.0;50;2.0;6;Winter;Sunny
-4.0;67;12.0;1;Winter;Snowy
-6.0;62;19.0;0;Winter;Snowy
-3.0;68;5.0;0;Winter;Snowy
30.0;23;3.0;5;Winter;Sunny
21.0;41;14.5;4;Summer;Cloudy
31.0;66;1.0;4;Spring;Cloudy
11.0;79;10.5;2;Winter;Rainy
33.0;50;0.0;4;Winter;Cloudy
33.0;22;7.0;10;Winter;Sunny
22.0;72;9.0;9;Spring;Cloudy
12.0;79;17.5;1;Spring;Rainy
11.0;108;29.0;7;Autumn;Cloudy
20.0;80;10.5;2;Winter;Rainy
73.0;75;14.0;14;Spring;Sunny
-7.0;86;13.5;1;Winter;Snowy
-8.0;85;20.0;0;Winter;Snowy
29.0;44;1.0;8;Winter;Sunny
29.0;63;10.5;14;Summer;Rainy
15.0;63;12.5;3;Summer;Rainy
31.0;106;30.0;0;Summer;Cloudy
-6.0;60;12.0;1;Winter;Snowy
12.0;57;5.0;1;Spring;Cloudy
4.0;64;15.5;1;Winter;Snowy
21.0;45;6.5;8;Autumn;Sunny
4.0;96;13.5;0;Winter;Snowy
-17.0;76;14.5;4;Spring;Sunny
32.0;54;13.0;1;Autumn;Cloudy
33.0;57;14.0;2;Summer;Cloudy
22.0;59;8.5;11;Winter;Sunny
25.0;75;4.5;2;Summer;Cloudy
25.0;44;7.5;10;Autumn;Sunny
4.0;50;8.5;10;Summer;Sunny
-10.0;90;3.5;0;Winter;Snowy
5.0;20;1.0;4;Spring;Rainy
-6.0;23;11.0;11;Autumn;Sunny
12.0;85;16.0;0;Winter;Rainy
-3.0;93;17.0;1;Winter;Snowy
22.0;66;5.5;6;Spring;Sunny
-7.0;79;16.5;1;Winter;Snowy
25.0;66;8.0;2;Spring;Rainy
13.0;22;12.5;2;Spring;Cloudy
30.0;27;7.0;5;Summer;Sunny
39.0;36;9.0;11;Summer;Sunny
14.0;93;12.0;2;Spring;Rainy
28.0;38;5.0;11;Winter;Sunny
-1.0;65;7.0;0;Winter;Snowy
-10.0;24;10.0;11;Summer;Rainy
10.0;63;14.0;0;Summer;Rainy
22.0;76;6.5;3;Winter;Cloudy
13.0;72;9.0;4;Autumn;Cloudy
16.0;77;2.5;3;Summer;Cloudy
3.0;83;15.0;0;Winter;Snowy
33.0;63;8.5;2;Summer;Rainy
38.0;53;3.0;8;Summer;Sunny
-2.0;68;20.0;0;Winter;Snowy
32.0;83;13.0;5;Spring;Rainy
49.0;41;1.5;11;Spring;Rainy
45.0;40;7.0;14;Winter;Rainy
25.0;34;3.5;10;Winter;Sunny
27.0;77;11.5;2;Spring;Cloudy
28.0;59;8.5;4;Summer;Cloudy
23.0;59;6.5;11;Winter;Sunny
25.0;104;8.0;13;Winter;Rainy
-3.0;70;4.0;0;Winter;Snowy
30.0;61;7.0;3;Spring;Cloudy
21.0;94;27.0;14;Spring;Rainy
28.0;39;9.5;11;Winter;Sunny
20.0;69;0.5;1;Spring;Cloudy
22.0;65;13.0;4;Summer;Cloudy
12.0;87;19.5;2;Winter;Rainy
-6.0;89;12.5;0;Winter;Snowy
21.0;108;4.0;10;Summer;Sunny
-8.0;67;6.0;4;Spring;Snowy
23.0;82;8.0;1;Winter;Rainy
17.0;72;18.5;1;Autumn;Rainy
32.0;49;6.0;7;Autumn;Sunny
32.0;34;2.0;10;Summer;Sunny
30.0;85;11.0;1;Summer;Rainy
22.0;40;8.0;8;Summer;Sunny
2.0;68;8.0;0;Winter;Snowy
-12.0;43;15.0;8;Summer;Rainy
26.0;91;18.0;1;Summer;Rainy
23.0;34;6.5;10;Winter;Sunny
33.0;67;14.0;2;Winter;Rainy
31.0;63;3.5;3;Winter;Cloudy
23.0;90;19.0;1;Winter;Rainy
23.0;81;9.0;3;Spring;Rainy
25.0;67;4.5;1;Spring;Cloudy
-8.0;93;13.0;1;Winter;Snowy
10.0;77;10.5;3;Winter;Cloudy
27.0;69;13.0;4;Summer;Cloudy
14.0;89;7.0;0;Spring;Rainy
31.0;26;9.5;5;Summer;Sunny
33.0;66;5.5;4;Winter;Cloudy
33.0;61;8.0;1;Winter;Cloudy
13.0;83;7.5;0;Summer;Rainy
12.0;53;6.5;3;Autumn;Cloudy
39.0;54;0.0;8;Autumn;Sunny
43.0;95;3.5;1;Spring;Sunny
31.0;72;13.5;2;Spring;Cloudy
-4.0;70;17.0;0;Winter;Snowy
48.0;39;2.5;13;Spring;Rainy
0.0;91;10.5;0;Winter;Snowy
2.0;41;14.5;11;Winter;Snowy
18.0;68;3.0;1;Winter;Cloudy
12.0;50;3.5;1;Summer;Cloudy
-5.0;81;7.5;1;Winter;Snowy
26.0;108;16.5;8;Summer;Rainy
29.0;59;8.5;1;Summer;Cloudy
1.0;85;8.5;1;Winter;Snowy
26.0;68;15.0;3;Winter;Rainy
-1.0;93;13.5;0;Winter;Snowy
23.0;76;23.5;7;Autumn;Sunny
29.0;77;17.0;1;Summer;Rainy
24.0;42;5.0;10;Winter;Sunny
27.0;45;5.5;6;Autumn;Sunny
0.0;97;24.5;4;Winter;Snowy
16.0;107;32.5;11;Autumn;Rainy
18.0;99;6.0;3;Autumn;Rainy
29.0;76;10.0;1;Winter;Rainy
29.0;73;14.5;1;Summer;Rainy
11.0;64;9.0;4;Autumn;Cloudy
21.0;42;6.0;8;Summer;Sunny
-10.0;84;5.5;0;Winter;Snowy
41.0;66;5.5;9;Summer;Sunny
-10.0;61;8.0;1;Winter;Snowy
16.0;66;9.0;2;Summer;Cloudy
49.0;78;32.5;4;Summer;Rainy
23.0;60;19.5;2;Winter;Rainy
46.0;101;11.5;11;Spring;Sunny
25.0;109;16.5;9;Spring;Sunny
20.0;82;11.0;2;Autumn;Rainy
36.0;68;2.5;10;Spring;Sunny
9.0;87;35.0;5;Autumn;Rainy
16.0;66;13.5;2;Autumn;Cloudy
20.0;60;3.0;3;Winter;Cloudy
27.0;72;6.0;1;Autumn;Rainy
-20.0;52;3.5;14;Autumn;Snowy
13.0;99;28.0;5;Winter;Cloudy
11.0;60;9.0;1;Summer;Cloudy
-20.0;88;12.5;5;Winter;Snowy
-4.0;82;16.5;1;Winter;Snowy
31.0;74;5.5;2;Autumn;Rainy
34.0;63;7.0;1;Spring;Rainy
37.0;47;2.5;8;Winter;Rainy
-20.0;51;4.0;3;Autumn;Snowy
17.0;79;8.0;1;Winter;Rainy
11.0;82;14.5;8;Autumn;Cloudy
25.0;60;7.0;2;Autumn;Rainy
24.0;69;1.5;2;Winter;Cloudy
51.0;92;38.5;5;Autumn;Rainy
-2.0;90;9.5;0;Winter;Snowy
24.0;55;8.5;3;Summer;Cloudy
32.0;56;5.5;7;Autumn;Sunny
24.0;88;44.5;1;Spring;Rainy
11.0;76;6.0;7;Summer;Rainy
14.0;60;13.0;3;Autumn;Cloudy
2.0;104;8.0;14;Winter;Snowy
32.0;53;10.0;2;Autumn;Cloudy
12.0;61;2.0;2;Winter;Cloudy
37.0;51;6.5;11;Autumn;Sunny
-6.0;73;13.5;1;Winter;Snowy
-4.0;76;18.5;1;Winter;Snowy
16.0;74;20.0;2;Summer;Rainy
28.0;96;9.5;3;Spring;Rainy
30.0;60;17.0;1;Winter;Rainy
31.0;92;4.0;14;Autumn;Sunny
28.0;47;11.5;9;Autumn;Sunny
44.0;31;4.5;6;Autumn;Rainy
14.0;50;13.0;3;Summer;Cloudy
10.0;50;6.5;2;Summer;Cloudy
4.0;77;13.0;1;Winter;Snowy
29.0;52;14.5;3;Autumn;Cloudy
44.0;90;5.5;11;Winter;Sunny
37.0;64;1.5;9;Winter;Sunny
20.0;96;14.0;0;Summer;Rainy
33.0;56;6.5;9;Spring;Sunny
5.0;67;9.5;4;Spring;Cloudy
29.0;73;6.0;2;Spring;Cloudy
12.0;99;8.0;0;Spring;Rainy
-2.0;93;3.5;1;Winter;Snowy
53.0;85;14.0;4;Spring;Rainy
43.0;59;9.0;10;Summer;Sunny
92.0;86;8.5;8;Summer;Sunny
-10.0;61;8.0;0;Winter;Snowy
21.0;77;12.5;1;Winter;Cloudy
1.0;86;0.5;1;Winter;Snowy
31.0;46;3.5;11;Autumn;Sunny
37.0;23;7.5;8;Autumn;Sunny
12.0;68;8.0;14;Winter;Snowy
21.0;32;2.5;6;Spring;Sunny
18.0;105;10.5;4;Summer;Cloudy
4.0;85;11.0;1;Winter;Snowy
29.0;66;1.0;3;Autumn;Cloudy
1.0;92;5.5;1;Winter;Snowy
9.0;93;14.5;10;Summer;Cloudy
14.0;84;15.5;1;Autumn;Rainy
22.0;65;10.0;4;Spring;Cloudy
15.0;81;9.0;0;Autumn;Rainy
24.0;62;5.5;4;Summer;Cloudy
-3.0;87;18.5;0;Winter;Snowy
28.0;26;3.0;11;Spring;Sunny
25.0;72;18.5;2;Winter;Rainy
-8.0;98;23.5;0;Winter;Snowy
-4.0;76;19.5;1;Winter;Snowy
-2.0;97;13.0;0;Winter;Snowy
13.0;34;4.0;8;Winter;Snowy
19.0;58;11.0;2;Winter;Cloudy
33.0;67;1.0;4;Winter;Cloudy
22.0;66;2.0;5;Winter;Sunny
32.0;61;11.0;2;Summer;Cloudy
4.0;95;12.5;7;Winter;Snowy
-5.0;81;2.0;0;Winter;Snowy
27.0;36;9.5;6;Autumn;Sunny
10.0;100;0.5;11;Autumn;Sunny
28.0;59;9.0;2;Spring;Cloudy
29.0;74;2.5;4;Spring;Cloudy
2.0;81;19.5;1;Winter;Snowy
15.0;86;5.0;3;Winter;Rainy
21.0;79;15.5;2;Summer;Rainy
-3.0;64;9.5;0;Winter;Snowy
-6.0;40;7.5;3;Spring;Snowy
55.0;105;30.5;10;Spring;Rainy
10.0;81;8.0;3;Spring;Rainy
-9.0;78;16.5;1;Winter;Snowy
2.0;65;4.0;1;Winter;Snowy
34.0;64;5.5;7;Winter;Sunny
34.0;97;2.0;6;Winter;Cloudy
13.0;64;13.0;2;Summer;Cloudy
-19.0;59;4.0;1;Autumn;Snowy
20.0;75;5.0;2;Summer;Cloudy
38.0;40;1.5;9;Winter;Sunny
31.0;63;17.0;1;Spring;Rainy
-3.0;77;1.0;0;Winter;Snowy
-4.0;99;11.0;1;Winter;Snowy
31.0;25;9.5;5;Autumn;Sunny
18.0;88;7.0;2;Summer;Rainy
31.0;68;13.5;3;Spring;Rainy
3.0;72;15.5;0;Winter;Snowy
-3.0;91;12.5;0;Winter;Snowy
16.0;66;11.0;4;Winter;Cloudy
41.0;26;2.5;9;Spring;Sunny
18.0;56;0.0;3;Spring;Cloudy
21.0;43;10.0;11;Spring;Sunny
25.0;81;12.0;0;Spring;Rainy
37.0;86;7.0;14;Summer;Sunny
43.0;30;4.0;11;Summer;Snowy
33.0;78;3.5;3;Autumn;Cloudy
18.0;68;6.5;3;Autumn;Rainy
11.0;74;18.0;1;Winter;Rainy
36.0;107;12.0;8;Spring;Sunny
-10.0;94;14.5;1;Winter;Snowy
18.0;64;16.5;0;Winter;Rainy
28.0;65;0.5;11;Autumn;Sunny
19.0;96;14.5;2;Summer;Rainy
14.0;90;5.0;1;Winter;Rainy
32.0;99;12.5;0;Summer;Rainy
-2.0;67;12.0;1;Winter;Snowy
18.0;87;18.0;1;Summer;Rainy
20.0;81;12.5;1;Winter;Rainy
26.0;89;8.0;8;Spring;Sunny
4.0;91;11.0;0;Winter;Snowy
22.0;68;19.0;0;Winter;Rainy
14.0;57;4.0;1;Summer;Cloudy
-6.0;70;13.0;0;Winter;Snowy
17.0;72;17.5;1;Winter;Rainy
41.0;62;3.5;10;Summer;Sunny
24.0;33;5.5;5;Autumn;Sunny
-8.0;81;10.5;0;Winter;Snowy
37.0;35;4.5;7;Autumn;Sunny
40.0;41;6.0;11;Winter;Sunny
60.0;106;21.5;10;Autumn;Rainy
28.0;81;16.0;2;Spring;Rainy
-13.0;43;0.5;9;Spring;Rainy
-3.0;72;12.0;1;Winter;Snowy
18.0;56;3.5;1;Summer;Cloudy
4.0;88;10.0;0;Winter;Snowy
19.0;53;14.0;2;Winter;Cloudy
42.0;82;8.5;4;Spring;Sunny
30.0;64;10.0;3;Winter;Cloudy
-6.0;63;7.0;1;Winter;Snowy
15.0;99;20.0;4;Winter;Rainy
3.0;70;10.5;1;Winter;Snowy
4.0;84;1.0;0;Winter;Snowy
76.0;79;16.0;6;Winter;Rainy
4.0;60;17.0;1;Winter;Snowy
29.0;71;15.0;4;Winter;Cloudy
15.0;76;15.0;1;Autumn;Rainy
34.0;38;6.5;9;Autumn;Sunny
24.0;87;19.5;1;Winter;Rainy
42.0;50;13.0;3;Summer;Rainy
-9.0;72;1.0;2;Winter;Snowy
52.0;90;10.5;12;Autumn;Cloudy
13.0;53;3.5;2;Winter;Cloudy
29.0;29;8.5;1;Summer;Cloudy
12.0;50;14.0;1;Autumn;Cloudy
15.0;95;5.5;1;Winter;Rainy
32.0;93;8.5;0;Winter;Rainy
-3.0;93;1.5;0;Winter;Snowy
30.0;67;9.5;4;Spring;Cloudy
34.0;41;7.0;5;Winter;Sunny
11.0;94;11.5;2;Winter;Rainy
32.0;49;4.0;11;Spring;Sunny
32.0;62;6.0;1;Summer;Rainy
35.0;32;6.5;11;Spring;Sunny
26.0;64;8.0;9;Summer;Sunny
19.0;96;28.0;5;Spring;Rainy
33.0;75;9.0;3;Winter;Cloudy
31.0;53;6.0;2;Autumn;Cloudy
18.0;63;6.0;2;Autumn;Rainy
26.0;74;17.0;0;Summer;Rainy
17.0;60;5.5;1;Spring;Cloudy
-2.0;85;8.5;1;Winter;Snowy
4.0;67;0.0;1;Winter;Snowy
25.0;69;5.5;2;Summer;Cloudy
19.0;52;14.0;3;Winter;Cloudy
31.0;92;13.0;1;Spring;Rainy
42.0;87;7.0;12;Summer;Sunny
-7.0;99;19.5;0;Winter;Snowy
16.0;79;10.0;0;Summer;Rainy
18.0;37;3.0;11;Autumn;Snowy
21.0;96;16.0;2;Summer;Rainy
12.0;88;8.0;0;Spring;Rainy
16.0;73;7.5;2;Winter;Cloudy
3.0;98;17.5;0;Winter;Snowy
29.0;88;5.0;2;Summer;Rainy
19.0;67;5.5;3;Winter;Rainy
34.0;47;5.0;9;Spring;Sunny
4.0;73;12.5;0;Winter;Snowy
44.0;51;3.5;8;Winter;Snowy
33.0;41;4.0;11;Autumn;Sunny
10.0;44;7.5;13;Spring;Sunny
0.0;65;15.0;1;Winter;Snowy
27.0;51;9.0;8;Winter;Sunny
21.0;23;15.0;3;Summer;Cloudy
22.0;52;9.5;3;Winter;Cloudy
22.0;26;6.0;1;Spring;Cloudy
-10.0;87;7.5;1;Winter;Snowy
32.0;74;13.5;2;Spring;Cloudy
44.0;48;7.0;10;Winter;Sunny
-1.0;86;10.5;0;Winter;Snowy
-4.0;78;9.0;1;Winter;Snowy
26.0;56;3.5;4;Winter;Cloudy
27.0;54;7.0;2;Summer;Cloudy
-20.0;42;10.0;7;Autumn;Rainy
24.0;23;6.5;6;Summer;Sunny
27.0;44;2.5;8;Winter;Sunny
40.0;41;5.5;14;Autumn;Sunny
2.0;66;7.5;1;Winter;Snowy
41.0;79;7.5;12;Summer;Cloudy
0.0;99;15.5;0;Winter;Snowy
22.0;67;14.0;2;Autumn;Cloudy
28.0;50;4.5;7;Winter;Sunny
31.0;62;1.0;3;Winter;Cloudy
-6.0;96;18.0;1;Winter;Snowy
43.0;75;15.0;5;Autumn;Sunny
31.0;67;8.0;11;Autumn;Sunny
1.0;90;0.5;0;Winter;Snowy
13.0;90;14.5;2;Autumn;Rainy
15.0;50;6.5;9;Autumn;Cloudy
45.0;64;11.5;12;Summer;Cloudy
32.0;91;5.0;1;Winter;Rainy
19.0;65;3.0;2;Spring;Cloudy
13.0;61;13.0;2;Spring;Cloudy
24.0;49;7.5;7;Summer;Sunny
26.0;32;9.5;6;Summer;Sunny
27.0;21;5.5;11;Autumn;Sunny
0.0;81;11.5;0;Winter;Snowy
-3.0;68;10.5;1;Winter;Snowy
21.0;64;19.0;0;Spring;Rainy
15.0;72;1.0;1;Winter;Cloudy
34.0;51;10.0;7;Spring;Cloudy
24.0;24;4.5;4;Spring;Rainy
44.0;46;8.0;9;Winter;Sunny
24.0;68;0.5;2;Spring;Cloudy
37.0;51;7.0;10;Spring;Snowy
44.0;106;22.0;7;Summer;Cloudy
-2.0;88;8.5;0;Winter;Snowy
-2.0;96;14.0;1;Winter;Snowy
-3.0;84;16.0;1;Winter;Snowy
-6.0;66;9.5;0;Winter;Snowy
45.0;85;18.5;11;Autumn;Cloudy
41.0;41;9.0;11;Spring;Sunny
-4.0;65;18.5;0;Winter;Snowy
33.0;26;1.5;10;Spring;Sunny
20.0;35;9.5;10;Autumn;Sunny
35.0;59;10.0;7;Spring;Sunny
19.0;57;4.5;2;Spring;Cloudy
21.0;77;1.5;1;Summer;Cloudy
12.0;68;5.5;3;Spring;Cloudy
19.0;78;6.5;1;Spring;Cloudy
-10.0;81;2.0;1;Winter;Snowy
17.0;96;12.0;3;Summer;Rainy
11.0;63;14.5;1;Spring;Cloudy
28.0;63;19.5;3;Summer;Rainy
-6.0;80;19.0;0;Winter;Snowy
26.0;62;15.5;2;Autumn;Rainy
10.0;86;9.5;0;Summer;Rainy
-1.0;83;18.0;0;Winter;Snowy
23.0;79;9.0;1;Autumn;Cloudy
-4.0;68;11.0;1;Winter;Snowy
